benchmark,raw_file,active_set_capacity,sim_instructions,scheduler,intermediate_capacity,min_layer_distance,compile_mem_accesses,compile_prefetch_coverage,baseline_ipc,baseline_mem_phys_qubits,ipc,mem_phys_qubits,sim_miss_rate_pct,prefetch_ready_on_load_pct
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,4,175,320405,0.821,0.894,0,0.433,362276,,99.88886602181519
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,4,200,320418,0.812,0.894,0,0.422,362276,,99.77041242277508
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,4,225,320411,0.801,0.894,0,0.411,362276,,99.66689155000843
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,4,250,320408,0.799,0.894,0,0.401,362276,,99.6528512764066
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,4,275,320405,0.794,0.894,0,0.397,362276,,99.71928033686359
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,4,300,320408,0.785,0.894,0,0.383,362276,,99.75388601036269
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,8,0,320412,1.0,0.894,0,0.842,365796,,99.45460054539946
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,8,25,320405,1.0,0.894,0,0.848,365796,,99.5314343502444
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,8,50,320405,1.0,0.894,0,0.856,365796,,99.72645300732836
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,8,75,320405,1.0,0.894,0,0.857,365796,,99.91546057081023
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,8,100,320405,1.0,0.894,0,0.857,365796,,99.94924029643667
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,8,125,320405,0.999,0.894,0,0.857,365796,,99.96275479108824
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,8,150,320407,0.999,0.894,0,0.856,365796,,99.97290248281001
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,8,175,320408,0.999,0.894,0,0.855,365796,,99.97289054557777
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,8,200,320405,0.999,0.894,0,0.855,365796,,99.97966722017011
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,8,225,320407,0.999,0.894,0,0.855,365796,,99.97627038204685
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,8,250,320405,0.999,0.894,0,0.852,365796,,99.96268909843295
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,8,275,320405,0.998,0.894,0,0.848,365796,,99.97623816151261
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,8,300,320405,0.998,0.894,0,0.846,365796,,99.96604183645748
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,16,0,320405,1.0,0.894,0,0.847,372836,,99.57236177520372
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,16,25,320405,1.0,0.894,0,0.848,372836,,99.57236177520372
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,16,50,320405,1.0,0.894,0,0.847,372836,,99.58574700255961
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,16,75,320412,1.0,0.894,0,0.85,372836,,99.716857113965
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,16,100,320405,1.0,0.894,0,0.853,372836,,99.77054933189365
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,16,125,320414,1.0,0.894,0,0.856,372836,,99.88518556039577
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,16,150,320413,1.0,0.894,0,0.857,372836,,99.9324141659908
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,16,175,320405,1.0,0.894,0,0.858,372836,,99.94928834646201
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,16,200,320405,1.0,0.894,0,0.858,372836,,99.96279510248259
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,16,225,320405,1.0,0.894,0,0.859,372836,,99.96955242058256
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,16,250,320405,1.0,0.894,0,0.857,372836,,99.97292266034862
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,16,275,320412,0.999,0.894,0,0.858,372836,,99.97969336988527
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,16,300,320405,0.999,0.894,0,0.858,372836,,99.9830697863407
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,24,0,320412,1.0,0.894,0,0.847,379876,,99.67346663973608
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,24,25,320417,1.0,0.894,0,0.849,379876,,99.62637584570332
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,24,50,320415,1.0,0.894,0,0.849,379876,,99.62637584570332
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,24,75,320413,1.0,0.894,0,0.848,379876,,99.64314570428225
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,24,100,320412,1.0,0.894,0,0.848,379876,,99.78778589955199
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,24,125,320419,1.0,0.894,0,0.853,379876,,99.74057477847781
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,24,150,320412,1.0,0.894,0,0.853,379876,,99.86172473103774
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,24,175,320415,1.0,0.894,0,0.856,379876,,99.87516026722452
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,24,200,320415,1.0,0.894,0,0.857,379876,,99.9628729580127
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,24,225,320408,1.0,0.894,0,0.859,379876,,99.96284536918192
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,24,250,320415,1.0,0.894,0,0.858,379876,,99.95270110476706
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,24,275,320412,1.0,0.894,0,0.859,379876,,99.96620022983844
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,24,300,320412,1.0,0.894,0,0.857,379876,,99.97295561340049
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,32,0,320404,1.0,0.894,0,0.848,386916,,99.71040845876688
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,32,25,320406,1.0,0.894,0,0.849,386916,,99.71040845876688
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,32,50,320404,1.0,0.894,0,0.848,386916,,99.71040845876688
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,32,75,320406,1.0,0.894,0,0.848,386916,,99.71040845876688
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,32,100,320402,1.0,0.894,0,0.849,386916,,99.7305762300879
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,32,125,320408,1.0,0.894,0,0.846,386916,,99.69014179380957
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,32,150,320406,1.0,0.894,0,0.852,386916,,99.75746142963013
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,32,175,320406,1.0,0.894,0,0.853,386916,,99.83153638814017
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,32,200,320406,1.0,0.894,0,0.854,386916,,99.89212513484358
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,32,225,320409,1.0,0.894,0,0.856,386916,,99.94603345925526
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,32,250,320418,1.0,0.894,0,0.856,386916,,99.95949777237747
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,32,275,320411,1.0,0.894,0,0.857,386916,,99.9662481436479
grover_sat,sat_grover_schoning_n784_new.bin,4,1000000,singlepass_eif,32,300,320406,1.0,0.894,0,0.858,386916,,99.96961409905803
